Paper_ID,Artcle-URI,Article-Title,Condition-Extracted-Western,Normalized-Condition-Western,MONDO-OR-HP-Term,Exact-OR-Synonym,MONDO-OR-HP-Term-URI,Comment from TEAM-Core
721,https://doi.org/10.1136/aim.24.1.39,A review of acupuncture clinical trials indexed during 2005,	- Back pain - Knee pain - Headache - Fibromyalgia - Post-stroke rehabilitation - Oocyte collection,"Back pain, Knee pain, Headache, Fibromyalgia, stroke, Oocyte collection",NOT FOUND,,,
280,https://doi.org/10.1783/147118903101197863,A review of controlled trials of acupuncture for women's reproductive health care,	- Dysmenorrhoea - Infertility - Menopausal symptoms,"Dysmenorrhea, Infertility, Menopause",NOT FOUND,,,
109,https://doi.org/10.7326/0003-4819-138-11-200306030-00011,"A Review of the Evidence for the Effectiveness, Safety, and Cost of Acupuncture, Massage Therapy, and Spinal Manipulation for Back Pain",Back Pain,Back Pain,Back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003418,
305,https://doi.org/10.1136/acupmed-2013-010362,A sham-controlled trial of acupuncture as an adjunct in migraine prophylaxis,Migraine,Migraine,migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
982,https://pubmed.ncbi.nlm.nih.gov/10024707.0/,"A single blind, placebo controlled trial of a simple acupuncture treatment in the cessation of smoking",Tobacco smoking,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
1458,https://doi.org/10.1097/AJP.0b013e3181a49e35,A Single Point Acupuncture Treatment at Large Intestine Meridian A Randomized Controlled Trial in Acute Tonsillitis and Pharyngitis,Acute tonsillitis and pharyngitis (sore throat),Acute tonsillitis and pharyngitis (sore throat),"acute tonsillitis, pharyngitis","Exact - MONDO, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0020686, http://purl.obolibrary.org/obo/MONDO_0002258",
251,https://doi.org/10.1089/acm.2008.0107,"A Single-Blinded, Randomized Pilot Study Evaluating Effects of Electroacupuncture in Diabetic Patients with Symptoms Suggestive of Gastroparesis",Diabetic Gastroparesis,Diabetic Gastroparesis,gastroparesis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006769,
976,https://doi.org/10.1142/S0192415X09007314,A Six-Week Acupoint Stimulation Intervention for Quitting Smoking,Nicotine addiction and smoking cessation,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
1103,https://doi.org/10.1142/S0192415X97000044,A Study in the Effectiveness of Acupuncture Analgesia for Colonoscopic Examination Compared with Conventional Premedication,Not specified (the primary focus is on the procedure of colonoscopy rather than a specific Western medical condition),Not specified (the primary focus is on the procedure of colonoscopy rather than a specific Western medical condition),,,,
1623,https://doi.org/10.1142/S0192415X06004272,A Study on the Clinical Effects of Physical Therapy and Acupuncture to Treat Spontaneous Frozen Shoulder,Frozen shoulder,Frozen shoulder,frozen shoulder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006763,
1622,https://doi.org/10.1155/2015/610615,A Systematic Overview of Reviews for Complementary and Alternative Therapies in the Treatment of the Fibromyalgia Syndrome,Fibromyalgia syndrome (FMS),Fibromyalgia syndrome (FMS),fibromyalgia,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005546,
669,https://pubmed.ncbi.nlm.nih.gov/29507269.0/,A Systematic Review and Meta analysis of Using Acupuncture and Acupressure for Uremic Pruritus,Uremic pruritus,pruritus,NOT FOUND,,,
817,https://doi.org/10.1111/j.1471-0528.2008.01838.x,A systematic review and meta-analysis of acupuncture in in vitro fertilisation,Infertility,Infertility,Infertility,Exact - HP,http://purl.obolibrary.org/obo/HP_0000789,
1060,https://doi.org/10.1038/srep03981,A systematic review and meta-analysis of Baihui (GV20)-based scalp acupuncture in experimental ischemic stroke,Ischemic stroke,Ischemic stroke,ischemic stroke,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060198,
1165,https://doi.org/10.1097/BRS.0b013e318186b276,A Systematic Review Effectiveness of Acupuncture for Low Back Pain,Nonspecific low back pain (LBP),Nonspecific low back pain (LBP),Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
609,https://doi.org/10.1142/S0192415X08005540,A Systematic Review of Acupuncture and Moxibustion Treatment for Chronic Fatigue Syndrome in China,Chronic Fatigue Syndrome (CFS),Chronic Fatigue Syndrome (CFS),myalgic encephalomeyelitis/chronic fatigue syndrome,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005404,
921,https://doi.org/10.1016/j.ctim.2016.02.007,A systematic review of acupuncture for sleep quality in people with insomnia,Insomnia,Insomnia,insomnia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0013600,
1621,https://doi.org/10.1136/acupmed-2012-010178,A systematic review of cost-effectiveness analyses alongside randomised controlled trials of acupuncture,	- Chronic low back pain (LBP) - Headache - Osteoarthritis - Chronic neck pain - Dysmenorrhoea - Allergic rhinitis,"low back pain, Headache, Osteoarthritis, neck pain, Dysmenorrhea, Allergic rhinitis",NOT FOUND,,,
543,https://doi.org/10.1093/rheumatology/38.2.143,A systematic review of randomized controlled trials of acupuncture for neck pain,Neck pain,Neck pain,Neck pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030833,
462,https://doi.org/10.1016/j.jad.2006.06.012,A systematic review of randomized controlled trials of acupuncture in the treatment of depression,Depression,Depression,Depression,Exact - HP,http://purl.obolibrary.org/obo/HP_0000716,
832,https://doi.org/10.1186/1472-6882-8-13,A systematic review of the clinical effectiveness of acupuncture for allergic rhinitis,Allergic Rhinitis (AR),Allergic Rhinitis (AR),allergic rhinitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0011786,
1500,https://doi.org/10.1016/j.smrv.2008.04.002,A systematic review of the effects of acupuncture in treating insomnia,Insomnia,Insomnia,insomnia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0013600,
1620,https://pubmed.ncbi.nlm.nih.gov/21280460.0/,A systematic review on acupuncture for trigeminal neuralgia,Trigeminal neuralgia (TN),Trigeminal neuralgia (TN),trigeminal neuralgia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008599,
150,https://doi.org/10.1007/s00586-010-1356-3,A systematic review on the effectiveness of complementary and alternative medicine for chronic non-specific low-back pain,Chronic non-specific low-back pain (LBP),Chronic non-specific low back pain (LBP),Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
1013,https://doi.org/10.1038/sj.sc.3100689,A therapeutic trial of acupuncture in neurogenic bladder of spinal cord injured patients - a preliminary report,Neurogenic bladder in spinal cord injured patients,Neurogenic bladder in spinal cord injured patients,obsolete neurogenic bladder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0001445,
253,https://doi.org/10.1038/ajg.2009.156,A Treatment Trial of Acupuncture in IBS Patients,Irritable Bowel Syndrome (IBS),Irritable Bowel Syndrome (IBS),irritable bowel syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005052,
674,https://doi.org/10.1016/j.jams.2016.12.008,A Trial Study of Moxibustion with a Warming Needle on Edema,Edema (specifically orthostatic edema),Edema (specifically orthostatic edema),Edema,Exact - HP,http://purl.obolibrary.org/obo/HP_0000969,
910,https://doi.org/10.3727/036012908803861203,Abdominal Acupuncture for Insomnia in Women: A Randomized Controlled Clinical Trial,Insomnia,Insomnia,insomnia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0013600,
1629,https://doi.org/10.1089/acm.2016.0075,Active Somatic and Psychic Ear Acupuncture Points in Newborn Infants with Neonatal Abstinence Syndrome,Neonatal Abstinence Syndrome (NAS),Neonatal Abstinence Syndrome (NAS),neonatal abstinence syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005566,
1628,https://doi.org/10.1016/j.jana.2012.09.006,Acu/Moxa for Distal Sensory Peripheral Neuropathy in HIV: A Randomized Control Pilot Study,Distal Sensory Peripheral Neuropathy (DSP),Distal Sensory Peripheral Neuropathy (DSP),sensory peripheral neuropathy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002321,
1237,uri not found,Acupoint Injection Combined with Auricular Point Taping in Treating 158 Cases of Epigastric Pain,Epigastric pain,Epigastric pain,Epigastric pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0410019,
1048,https://doi.org/10.1177/175045890801801204,Acupressure and acupuncture in preventing and managing postoperative nausea and vomiting in adults,Postoperative nausea and vomiting (PONV),Postoperative nausea and vomiting (PONV),Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
1869,https://doi.org/10.1136/acupmed-2016-011354,Acupressure for respiratory allergic diseases: a systematic review of randomised controlled trials,Allergic rhinitis (AR) and asthma,Allergic rhinitis (AR) and asthma,"allergic rhinitis, asthma","Exact - MONDO, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0011786, http://purl.obolibrary.org/obo/MONDO_0004979",
1570,https://doi.org/10.1097/00000542-199905000-00015,Acupressure-Acupuncture Antiemetic Prophylaxis in Children Undergoing Tonsillectomy,Postoperative nausea and vomiting (PONV),Postoperative nausea and vomiting (PONV),Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
3,https://doi.org/10.1016/S2095-4964(15)60159-5,Acupuncture accelerates recovery after general anesthesia: a prospective randomized controlled trial,"Not specified (the primary condition is recovery from general anesthesia, not a specific Western medical condition or disease)","Not specified (the primary condition is recovery from general anesthesia, not a specific Western medical condition or disease)",,,,checked
420,https://doi.org/10.1080/00016340600935839,Acupuncture administered after spontaneous rupture of membranes at term significantly reduces the length of birth and use of oxytocin. A randomized controlled trial,Spontaneous rupture of membranes (SROM) at term,labor,NOT FOUND,,,
1027,https://doi.org/10.1007/s00520-005-0846-z,Acupuncture against chemotherapy-induced nausea and vomiting in pediatric oncology Interim results of a multicenter crossover study,"Chemotherapy-induced nausea and vomiting in pediatric oncology patients with Ewing's sarcoma, rhabdomyosarcoma, and osteosarcoma","Chemotherapy-induced nausea and vomiting in pediatric oncology patients with Ewing's sarcoma, rhabdomyosarcoma, and osteosarcoma",Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
27,https://doi.org/10.1016/j.pain.2005.02.011,Acupuncture analgesia during surgery: a systematic review,Pain during surgery,Pain during surgery,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
375,https://doi.org/10.1016/j.ejpain.2009.11.006,Acupuncture analgesia for temporal summation of experimental pain: A randomised controlled study,Not specified (the study focuses on temporal summation of pain in healthy humans rather than a specific disease or condition),Not specified (the study focuses on temporal summation of pain in healthy humans rather than a specific disease or condition),,,,
696,https://doi.org/10.1136/bmj.1.6053.67,Acupuncture analgesia: an experimental investigation,"Not specified (the study focuses on pain perception and acupuncture effects, not a specific disease or condition)","Not specified (the study focuses on pain perception and acupuncture effects, not a specific disease or condition)",,,,
1618,https://doi.org/10.1089/acm.2013.0142,Acupuncture and Acupressure and Massage Health Outcomes for Patients with Anorexia Nervosa: Findings from a Pilot Randomized Controlled Trial and Patient Interviews,Anorexia Nervosa,Anorexia Nervosa,anorexia nervosa,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005351,
578,uri not found,Acupuncture and Acupressure for Chemotherapy-Induced Nausea and Vomiting: A Systematic Review,Chemotherapy induced nausea and vomiting (CINV),Chemotherapy induced nausea and vomiting (CINV),Vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002013,
,https://doi.org/10.1016/j.ctim.2014.03.011,Acupuncture and acupressure for pain management in labour and birth: A critical narrative review of current systematic review evidence ଝ,Pain during labor,Pain during labor,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
1423,uri not found,Acupuncture and Acupressure for Pain Management in Labour: A Systematic Review,Pain management in labor,labor,NOT FOUND,,,
1575,https://doi.org/10.1007/s00520-006-0028-7,Acupuncture and acupressure for the prevention of chemotherapy-induced nausea—a randomised cross-over pilot study,Chemotherapy-induced nausea and vomiting,Chemotherapy-induced nausea and vomiting,Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
400,https://doi.org/10.1111/jmwh.12545,Acupuncture and Acupressure in Labor,Labor pain and labor duration,"Labor pain, labor duration",NOT FOUND,,,
398,https://doi.org/10.1001/jama.280.18.1590,Acupuncture and Amitriptyline for Pain Due to HIV-Related Peripheral Neuropathy A Randomized Controlled Trial,HIV-related peripheral neuropathy,HIV-related peripheral neuropathy,peripheral neuropathy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005244,
868,https://doi.org/10.1016/S0736-0266(03)00028-7,Acupuncture and arthroscopic acromioplasty,Shoulder impingement syndrome,Shoulder impingement syndrome,shoulder impingement syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006968,
795,https://doi.org/10.1002/14651858.CD006920.pub2,Acupuncture and assisted conception,Subfertility,Subfertility/infertility,NOT FOUND,,,
814,https://doi.org/10.1002/14651858.CD006920.pub3,Acupuncture and assisted reproductive technology,Subfertility,Subfertility/infertility,NOT FOUND,,,
831,https://doi.org/10.1136/thx.46.11.799,Acupuncture and asthma: a review of controlled trials,Asthma,Asthma,asthma,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004979,
200,https://doi.org/10.1093/ecam/nep001,Acupuncture and Auricular Acupressure in Relieving Menopausal Hot Flashes of Bilaterally Ovariectomized Chinese Women: A Randomized Controlled Trial,Menopausal hot flashes in bilaterally ovariectomized women,"hot flashes, menopause",NOT FOUND,,,
728,https://pubmed.ncbi.nlm.nih.gov/12875073.0/,Acupuncture and Blood letting for 30 Cases of Rheumatic Gonitis,Rheumatic gonitis,Rheumatic gonitis,NOT FOUND,,,
1459,https://doi.org/10.1111/j.1398-9995.1984.tb01956.x,Acupuncture and Bronchial Asthma,Bronchial asthma,asthma,NOT FOUND,,,
846,https://doi.org/10.1089/10755530260511748,Acupuncture and Bronchial Asthma: A Long-Term Randomized Study of the Effects of Real Versus Sham Acupuncture Compared to Controls in Patients with Bronchial Asthma,Bronchial Asthma,Asthma,NOT FOUND,,,
843,https://doi.org/10.1111/j.1398-9995.2004.00540.x,Acupuncture and Chinese herbal medicine in the treatment of patients with seasonal allergic rhinitis: a randomized-controlled clinical trial,Seasonal Allergic Rhinitis (AR),Seasonal Allergic Rhinitis (AR),seasonal allergic rhinitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005324,
608,https://pubmed.ncbi.nlm.nih.gov/16136935.0/,Acupuncture and Chinese Patent Drugs For Chronic Fatigue Syndrome,Chronic Fatigue Syndrome,Chronic Fatigue Syndrome,myalgic encephalomeyelitis/chronic fatigue syndrome,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005404,
1414,https://pubmed.ncbi.nlm.nih.gov/10748959.0/,Acupuncture and Chronic Pain Management,Chronic Pain,Chronic Pain,Chronic pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012532,
1407,https://doi.org/10.1016/0304-3959(76)90006-3,Acupuncture and chronic pain mechanisms,"Chronic pain below the waist level (including backache, lower abdominal, flank, and extremity pains)","back pain, extremity pain",NOT FOUND,,,
